_id,year_month,year,month,month_name,harmonize_grp,hmn_grp_name_export,items_baht_amnt_export
942,2016-10-01T00:00:00,2016,10,October,73,ของทำด้วยเหล็กหรือเหล็กกล้า,11717274705
943,2016-10-01T00:00:00,2016,10,October,44,ไม้และของทำด้วยไม้ ถ่านไม้,7787559097
944,2016-10-01T00:00:00,2016,10,October,20,ของปรุงแต่งทำจากพืชผัก ผลไม้ ลูกนัต หรือจากส่วนอื่นของพืช,5658355774
945,2016-10-01T00:00:00,2016,10,October,88,อากาศยาน ยานอวกาศ และส่วนประกอบของยานดังกล่าว,1388345828
946,2016-09-01T00:00:00,2016,9,September,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.15146E+11
947,2016-09-01T00:00:00,2016,9,September,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,99282456143
948,2016-09-01T00:00:00,2016,9,September,87,ยานยนต์และส่วนประกอบ,87843353671
949,2016-09-01T00:00:00,2016,9,September,40,ยางและของทำด้วยยาง,36035711497
950,2016-09-01T00:00:00,2016,9,September,39,พลาสติกและของที่ทำด้วยพลาสติก,34392564764
951,2016-09-01T00:00:00,2016,9,September,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,44179287211
952,2016-09-01T00:00:00,2016,9,September,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,19320758035
953,2016-09-01T00:00:00,2016,9,September,10,ธัญพืช,12428239409
954,2016-09-01T00:00:00,2016,9,September,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,19117502881
955,2016-09-01T00:00:00,2016,9,September,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",21090938521
956,2016-09-01T00:00:00,2016,9,September,29,เคมีภัณฑ์อินทรีย์,11474856826
957,2016-09-01T00:00:00,2016,9,September,73,ของทำด้วยเหล็กหรือเหล็กกล้า,13705512037
958,2016-09-01T00:00:00,2016,9,September,44,ไม้และของทำด้วยไม้ ถ่านไม้,7602252882
959,2016-09-01T00:00:00,2016,9,September,20,ของปรุงแต่งทำจากพืชผัก ผลไม้ ลูกนัต หรือจากส่วนอื่นของพืช,5510419843
960,2016-09-01T00:00:00,2016,9,September,88,อากาศยาน ยานอวกาศ และส่วนประกอบของยานดังกล่าว,1312230259
961,2016-08-01T00:00:00,2016,8,August,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.07656E+11
962,2016-08-01T00:00:00,2016,8,August,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,91578757615
963,2016-08-01T00:00:00,2016,8,August,87,ยานยนต์และส่วนประกอบ,1.05377E+11
964,2016-08-01T00:00:00,2016,8,August,40,ยางและของทำด้วยยาง,36711499243
965,2016-08-01T00:00:00,2016,8,August,39,พลาสติกและของที่ทำด้วยพลาสติก,33489093482
966,2016-08-01T00:00:00,2016,8,August,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,31236548574
967,2016-08-01T00:00:00,2016,8,August,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,20959577525
968,2016-08-01T00:00:00,2016,8,August,10,ธัญพืช,10823147248
969,2016-08-01T00:00:00,2016,8,August,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,17640920010
970,2016-08-01T00:00:00,2016,8,August,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",18220732503
971,2016-08-01T00:00:00,2016,8,August,29,เคมีภัณฑ์อินทรีย์,9821131902
972,2016-08-01T00:00:00,2016,8,August,73,ของทำด้วยเหล็กหรือเหล็กกล้า,15942557663
973,2016-08-01T00:00:00,2016,8,August,44,ไม้และของทำด้วยไม้ ถ่านไม้,7008797720
974,2016-08-01T00:00:00,2016,8,August,20,ของปรุงแต่งทำจากพืชผัก ผลไม้ ลูกนัต หรือจากส่วนอื่นของพืช,6454503227
975,2016-08-01T00:00:00,2016,8,August,88,อากาศยาน ยานอวกาศ และส่วนประกอบของยานดังกล่าว,1502971397
976,2016-07-01T00:00:00,2016,7,July,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.05427E+11
977,2016-07-01T00:00:00,2016,7,July,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,85347476973
978,2016-07-01T00:00:00,2016,7,July,87,ยานยนต์และส่วนประกอบ,64327058746
979,2016-07-01T00:00:00,2016,7,July,40,ยางและของทำด้วยยาง,34243620040
980,2016-07-01T00:00:00,2016,7,July,39,พลาสติกและของที่ทำด้วยพลาสติก,32809666418
981,2016-07-01T00:00:00,2016,7,July,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,45326233462
982,2016-07-01T00:00:00,2016,7,July,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,20290305931
983,2016-07-01T00:00:00,2016,7,July,10,ธัญพืช,8434420647
984,2016-07-01T00:00:00,2016,7,July,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,16859906658
985,2016-07-01T00:00:00,2016,7,July,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",13659763941
986,2016-07-01T00:00:00,2016,7,July,29,เคมีภัณฑ์อินทรีย์,10713101631
987,2016-07-01T00:00:00,2016,7,July,73,ของทำด้วยเหล็กหรือเหล็กกล้า,14195855036
988,2016-07-01T00:00:00,2016,7,July,44,ไม้และของทำด้วยไม้ ถ่านไม้,7232018572
989,2016-07-01T00:00:00,2016,7,July,20,ของปรุงแต่งทำจากพืชผัก ผลไม้ ลูกนัต หรือจากส่วนอื่นของพืช,6776780659
990,2016-07-01T00:00:00,2016,7,July,88,อากาศยาน ยานอวกาศ และส่วนประกอบของยานดังกล่าว,1654458585
991,2016-06-01T00:00:00,2016,6,June,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.09665E+11
992,2016-06-01T00:00:00,2016,6,June,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,87577062006
993,2016-06-01T00:00:00,2016,6,June,87,ยานยนต์และส่วนประกอบ,84623969399
994,2016-06-01T00:00:00,2016,6,June,40,ยางและของทำด้วยยาง,36238551297
995,2016-06-01T00:00:00,2016,6,June,39,พลาสติกและของที่ทำด้วยพลาสติก,33480895218
996,2016-06-01T00:00:00,2016,6,June,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,51733355822
997,2016-06-01T00:00:00,2016,6,June,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,18584697865
998,2016-06-01T00:00:00,2016,6,June,10,ธัญพืช,12705160258
999,2016-06-01T00:00:00,2016,6,June,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,18468061247
1000,2016-06-01T00:00:00,2016,6,June,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",12392472223
1001,2016-06-01T00:00:00,2016,6,June,29,เคมีภัณฑ์อินทรีย์,11604063725
1002,2016-06-01T00:00:00,2016,6,June,73,ของทำด้วยเหล็กหรือเหล็กกล้า,12738749408
1003,2016-06-01T00:00:00,2016,6,June,44,ไม้และของทำด้วยไม้ ถ่านไม้,7242734237
1004,2016-06-01T00:00:00,2016,6,June,20,ของปรุงแต่งทำจากพืชผัก ผลไม้ ลูกนัต หรือจากส่วนอื่นของพืช,8166852011
1005,2016-06-01T00:00:00,2016,6,June,88,อากาศยาน ยานอวกาศ และส่วนประกอบของยานดังกล่าว,1426713197
1006,2016-05-01T00:00:00,2016,5,May,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.06715E+11
1007,2016-05-01T00:00:00,2016,5,May,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,78324488281
1008,2016-05-01T00:00:00,2016,5,May,87,ยานยนต์และส่วนประกอบ,75369544143
1009,2016-05-01T00:00:00,2016,5,May,40,ยางและของทำด้วยยาง,34861568411
1010,2016-05-01T00:00:00,2016,5,May,39,พลาสติกและของที่ทำด้วยพลาสติก,32549926611
1011,2016-05-01T00:00:00,2016,5,May,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,44431942308
1012,2016-05-01T00:00:00,2016,5,May,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,18585609047
1013,2016-05-01T00:00:00,2016,5,May,10,ธัญพืช,12270649673
1014,2016-05-01T00:00:00,2016,5,May,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,17467115621
1015,2016-05-01T00:00:00,2016,5,May,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",12930956439
1016,2016-05-01T00:00:00,2016,5,May,29,เคมีภัณฑ์อินทรีย์,12912880499
1053,2016-02-01T00:00:00,2016,2,February,87,ยานยนต์และส่วนประกอบ,84640534882
1017,2016-05-01T00:00:00,2016,5,May,73,ของทำด้วยเหล็กหรือเหล็กกล้า,13242321404
1018,2016-05-01T00:00:00,2016,5,May,44,ไม้และของทำด้วยไม้ ถ่านไม้,7102720876
1019,2016-05-01T00:00:00,2016,5,May,20,ของปรุงแต่งทำจากพืชผัก ผลไม้ ลูกนัต หรือจากส่วนอื่นของพืช,7735424568
1020,2016-05-01T00:00:00,2016,5,May,88,อากาศยาน ยานอวกาศ และส่วนประกอบของยานดังกล่าว,1381764346
1021,2016-04-01T00:00:00,2016,4,April,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.02354E+11
1022,2016-04-01T00:00:00,2016,4,April,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,76802066831
1023,2016-04-01T00:00:00,2016,4,April,87,ยานยนต์และส่วนประกอบ,62116095456
1024,2016-04-01T00:00:00,2016,4,April,40,ยางและของทำด้วยยาง,33293840007
1025,2016-04-01T00:00:00,2016,4,April,39,พลาสติกและของที่ทำด้วยพลาสติก,31497005889
1026,2016-04-01T00:00:00,2016,4,April,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,24719431029
1027,2016-04-01T00:00:00,2016,4,April,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,14160297298
1028,2016-04-01T00:00:00,2016,4,April,10,ธัญพืช,11775705962
1029,2016-04-01T00:00:00,2016,4,April,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,14524013318
1030,2016-04-01T00:00:00,2016,4,April,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",12173963411
1031,2016-04-01T00:00:00,2016,4,April,29,เคมีภัณฑ์อินทรีย์,9834163963
1032,2016-04-01T00:00:00,2016,4,April,73,ของทำด้วยเหล็กหรือเหล็กกล้า,10301881155
1033,2016-04-01T00:00:00,2016,4,April,44,ไม้และของทำด้วยไม้ ถ่านไม้,6323324630
1034,2016-04-01T00:00:00,2016,4,April,20,ของปรุงแต่งทำจากพืชผัก ผลไม้ ลูกนัต หรือจากส่วนอื่นของพืช,6815773465
1054,2016-02-01T00:00:00,2016,2,February,40,ยางและของทำด้วยยาง,33584216112
1035,2016-04-01T00:00:00,2016,4,April,88,อากาศยาน ยานอวกาศ และส่วนประกอบของยานดังกล่าว,1160186194
1036,2016-03-01T00:00:00,2016,3,March,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.20442E+11
1037,2016-03-01T00:00:00,2016,3,March,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,87188831457
1038,2016-03-01T00:00:00,2016,3,March,87,ยานยนต์และส่วนประกอบ,94014113001
1039,2016-03-01T00:00:00,2016,3,March,40,ยางและของทำด้วยยาง,36783670575
1040,2016-03-01T00:00:00,2016,3,March,39,พลาสติกและของที่ทำด้วยพลาสติก,35571238668
1041,2016-03-01T00:00:00,2016,3,March,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,44563889219
1042,2016-03-01T00:00:00,2016,3,March,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,13283582508
1043,2016-03-01T00:00:00,2016,3,March,10,ธัญพืช,15746607213
1044,2016-03-01T00:00:00,2016,3,March,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,17427986994
1045,2016-03-01T00:00:00,2016,3,March,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",13996918869
1046,2016-03-01T00:00:00,2016,3,March,29,เคมีภัณฑ์อินทรีย์,9908622763
1047,2016-03-01T00:00:00,2016,3,March,73,ของทำด้วยเหล็กหรือเหล็กกล้า,11719173076
1048,2016-03-01T00:00:00,2016,3,March,44,ไม้และของทำด้วยไม้ ถ่านไม้,8327304911
1049,2016-03-01T00:00:00,2016,3,March,20,ของปรุงแต่งทำจากพืชผัก ผลไม้ ลูกนัต หรือจากส่วนอื่นของพืช,8925484478
1050,2016-03-01T00:00:00,2016,3,March,88,อากาศยาน ยานอวกาศ และส่วนประกอบของยานดังกล่าว,2216258279
1051,2016-02-01T00:00:00,2016,2,February,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.0839E+11
1052,2016-02-01T00:00:00,2016,2,February,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,78944825731
1055,2016-02-01T00:00:00,2016,2,February,39,พลาสติกและของที่ทำด้วยพลาสติก,33884258125
1056,2016-02-01T00:00:00,2016,2,February,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,99102644881
1057,2016-02-01T00:00:00,2016,2,February,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,13475843341
1058,2016-02-01T00:00:00,2016,2,February,10,ธัญพืช,13730677317
1059,2016-02-01T00:00:00,2016,2,February,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,15651973131
1060,2016-02-01T00:00:00,2016,2,February,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",11879385045
1061,2016-02-01T00:00:00,2016,2,February,29,เคมีภัณฑ์อินทรีย์,9987760561
1062,2016-02-01T00:00:00,2016,2,February,73,ของทำด้วยเหล็กหรือเหล็กกล้า,12478918830
1063,2016-02-01T00:00:00,2016,2,February,44,ไม้และของทำด้วยไม้ ถ่านไม้,6673441063
1064,2016-02-01T00:00:00,2016,2,February,20,ของปรุงแต่งทำจากพืชผัก ผลไม้ ลูกนัต หรือจากส่วนอื่นของพืช,6923498326
1065,2016-02-01T00:00:00,2016,2,February,88,อากาศยาน ยานอวกาศ และส่วนประกอบของยานดังกล่าว,13706310596
1066,2016-01-01T00:00:00,2016,1,January,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.09025E+11
1067,2016-01-01T00:00:00,2016,1,January,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,78296322951
1068,2016-01-01T00:00:00,2016,1,January,87,ยานยนต์และส่วนประกอบ,73369437319
1069,2016-01-01T00:00:00,2016,1,January,40,ยางและของทำด้วยยาง,29429910429
1070,2016-01-01T00:00:00,2016,1,January,39,พลาสติกและของที่ทำด้วยพลาสติก,30498227491
1071,2016-01-01T00:00:00,2016,1,January,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,25459650588
1072,2016-01-01T00:00:00,2016,1,January,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,14863146569
1073,2016-01-01T00:00:00,2016,1,January,10,ธัญพืช,15809685624
1074,2016-01-01T00:00:00,2016,1,January,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,14935897713
1075,2016-01-01T00:00:00,2016,1,January,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",15629366449
1076,2016-01-01T00:00:00,2016,1,January,29,เคมีภัณฑ์อินทรีย์,11214574195
1077,2016-01-01T00:00:00,2016,1,January,73,ของทำด้วยเหล็กหรือเหล็กกล้า,11146686239
1078,2016-01-01T00:00:00,2016,1,January,44,ไม้และของทำด้วยไม้ ถ่านไม้,5870005169
1079,2016-01-01T00:00:00,2016,1,January,20,ของปรุงแต่งทำจากพืชผัก ผลไม้ ลูกนัต หรือจากส่วนอื่นของพืช,6681131314
1080,2016-01-01T00:00:00,2016,1,January,88,อากาศยาน ยานอวกาศ และส่วนประกอบของยานดังกล่าว,1801185958
1081,2015-12-01T00:00:00,2015,12,December,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.16587E+11
1082,2015-12-01T00:00:00,2015,12,December,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,83675924408
1083,2015-12-01T00:00:00,2015,12,December,87,ยานยนต์และส่วนประกอบ,73405736154
1084,2015-12-01T00:00:00,2015,12,December,40,ยางและของทำด้วยยาง,34789723428
1085,2015-12-01T00:00:00,2015,12,December,39,พลาสติกและของที่ทำด้วยพลาสติก,33459951209
1086,2015-12-01T00:00:00,2015,12,December,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,20630608264
1087,2015-12-01T00:00:00,2015,12,December,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,19695983542
1088,2015-12-01T00:00:00,2015,12,December,10,ธัญพืช,19294589983
1089,2015-12-01T00:00:00,2015,12,December,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,18012178693
1090,2015-12-01T00:00:00,2015,12,December,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",16738415239
1091,2015-12-01T00:00:00,2015,12,December,73,ของทำด้วยเหล็กหรือเหล็กกล้า,15296848449
1092,2015-12-01T00:00:00,2015,12,December,29,เคมีภัณฑ์อินทรีย์,11478190779
1093,2015-12-01T00:00:00,2015,12,December,20,ของปรุงแต่งทำจากพืชผัก ผลไม้ ลูกนัต หรือจากส่วนอื่นของพืช,7231549043
1094,2015-12-01T00:00:00,2015,12,December,17,น้ำตาลและขนมทำจากน้ำตาล,6757354545
1095,2015-12-01T00:00:00,2015,12,December,44,ไม้และของทำด้วยไม้ ถ่านไม้,6024866037
1096,2015-11-01T00:00:00,2015,11,November,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.05163E+11
1097,2015-11-01T00:00:00,2015,11,November,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,86843617115
1098,2015-11-01T00:00:00,2015,11,November,87,ยานยนต์และส่วนประกอบ,81997003136
1099,2015-11-01T00:00:00,2015,11,November,40,ยางและของทำด้วยยาง,34992145895
1100,2015-11-01T00:00:00,2015,11,November,39,พลาสติกและของที่ทำด้วยพลาสติก,32463221212
1101,2015-11-01T00:00:00,2015,11,November,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,21264282297
1102,2015-11-01T00:00:00,2015,11,November,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,31495217457
1103,2015-11-01T00:00:00,2015,11,November,10,ธัญพืช,13077232853
1104,2015-11-01T00:00:00,2015,11,November,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,18192569465
1105,2015-11-01T00:00:00,2015,11,November,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",16871217424
1106,2015-11-01T00:00:00,2015,11,November,73,ของทำด้วยเหล็กหรือเหล็กกล้า,11456753961
1107,2015-11-01T00:00:00,2015,11,November,29,เคมีภัณฑ์อินทรีย์,10728360303
1108,2015-11-01T00:00:00,2015,11,November,20,ของปรุงแต่งทำจากพืชผัก ผลไม้ ลูกนัต หรือจากส่วนอื่นของพืช,6561840855
1109,2015-11-01T00:00:00,2015,11,November,17,น้ำตาลและขนมทำจากน้ำตาล,7397181080
1110,2015-11-01T00:00:00,2015,11,November,44,ไม้และของทำด้วยไม้ ถ่านไม้,5998428896
1111,2015-10-01T00:00:00,2015,10,October,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.14847E+11
1112,2015-10-01T00:00:00,2015,10,October,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,94161624814
1113,2015-10-01T00:00:00,2015,10,October,87,ยานยนต์และส่วนประกอบ,83567127339
1114,2015-10-01T00:00:00,2015,10,October,40,ยางและของทำด้วยยาง,37062602375
1115,2015-10-01T00:00:00,2015,10,October,39,พลาสติกและของที่ทำด้วยพลาสติก,34782100459
1116,2015-10-01T00:00:00,2015,10,October,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,26419393912
1117,2015-10-01T00:00:00,2015,10,October,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,33575246544
1118,2015-10-01T00:00:00,2015,10,October,10,ธัญพืช,17560839402
1119,2015-10-01T00:00:00,2015,10,October,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,19057406043
1120,2015-10-01T00:00:00,2015,10,October,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",21542193046
1121,2015-10-01T00:00:00,2015,10,October,73,ของทำด้วยเหล็กหรือเหล็กกล้า,14664796272
1122,2015-10-01T00:00:00,2015,10,October,29,เคมีภัณฑ์อินทรีย์,9475538958
1123,2015-10-01T00:00:00,2015,10,October,20,ของปรุงแต่งทำจากพืชผัก ผลไม้ ลูกนัต หรือจากส่วนอื่นของพืช,6197783906
1124,2015-10-01T00:00:00,2015,10,October,17,น้ำตาลและขนมทำจากน้ำตาล,10403784997
1125,2015-10-01T00:00:00,2015,10,October,44,ไม้และของทำด้วยไม้ ถ่านไม้,6473908437
1126,2015-09-01T00:00:00,2015,9,September,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.08226E+11
1127,2015-09-01T00:00:00,2015,9,September,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,95132814386
1128,2015-09-01T00:00:00,2015,9,September,87,ยานยนต์และส่วนประกอบ,91390993924
1129,2015-09-01T00:00:00,2015,9,September,40,ยางและของทำด้วยยาง,35728773148
1130,2015-09-01T00:00:00,2015,9,September,39,พลาสติกและของที่ทำด้วยพลาสติก,36938647318
1131,2015-09-01T00:00:00,2015,9,September,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,22865221638
1132,2015-09-01T00:00:00,2015,9,September,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,46963961914
1133,2015-09-01T00:00:00,2015,9,September,10,ธัญพืช,12139309321
1134,2015-09-01T00:00:00,2015,9,September,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,18974611356
1135,2015-09-01T00:00:00,2015,9,September,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",20397389796
1136,2015-09-01T00:00:00,2015,9,September,73,ของทำด้วยเหล็กหรือเหล็กกล้า,12567622550
1137,2015-09-01T00:00:00,2015,9,September,29,เคมีภัณฑ์อินทรีย์,10335961801
1138,2015-09-01T00:00:00,2015,9,September,20,ของปรุงแต่งทำจากพืชผัก ผลไม้ ลูกนัต หรือจากส่วนอื่นของพืช,5413479741
1139,2015-09-01T00:00:00,2015,9,September,17,น้ำตาลและขนมทำจากน้ำตาล,10095282332
1140,2015-09-01T00:00:00,2015,9,September,44,ไม้และของทำด้วยไม้ ถ่านไม้,6521412579
1141,2015-08-01T00:00:00,2015,8,August,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.03047E+11
1142,2015-08-01T00:00:00,2015,8,August,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,86069277029
1143,2015-08-01T00:00:00,2015,8,August,87,ยานยนต์และส่วนประกอบ,74488327085
1144,2015-08-01T00:00:00,2015,8,August,40,ยางและของทำด้วยยาง,37687023000
1145,2015-08-01T00:00:00,2015,8,August,39,พลาสติกและของที่ทำด้วยพลาสติก,33380926763
1146,2015-08-01T00:00:00,2015,8,August,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,23519100197
1147,2015-08-01T00:00:00,2015,8,August,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,42920689761
1148,2015-08-01T00:00:00,2015,8,August,10,ธัญพืช,11307973713
1149,2015-08-01T00:00:00,2015,8,August,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,17086549249
1150,2015-08-01T00:00:00,2015,8,August,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",15496412610
1151,2015-08-01T00:00:00,2015,8,August,73,ของทำด้วยเหล็กหรือเหล็กกล้า,10546606933
1152,2015-08-01T00:00:00,2015,8,August,29,เคมีภัณฑ์อินทรีย์,10485601111
1153,2015-08-01T00:00:00,2015,8,August,20,ของปรุงแต่งทำจากพืชผัก ผลไม้ ลูกนัต หรือจากส่วนอื่นของพืช,5599448821
1154,2015-08-01T00:00:00,2015,8,August,17,น้ำตาลและขนมทำจากน้ำตาล,8633351802
1155,2015-08-01T00:00:00,2015,8,August,44,ไม้และของทำด้วยไม้ ถ่านไม้,5607922580
1156,2015-07-01T00:00:00,2015,7,July,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.03659E+11
1157,2015-07-01T00:00:00,2015,7,July,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,84474140880
1158,2015-07-01T00:00:00,2015,7,July,87,ยานยนต์และส่วนประกอบ,78966732432
1159,2015-07-01T00:00:00,2015,7,July,40,ยางและของทำด้วยยาง,37404277109
1160,2015-07-01T00:00:00,2015,7,July,39,พลาสติกและของที่ทำด้วยพลาสติก,35319232378
1161,2015-07-01T00:00:00,2015,7,July,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,28912030812
1162,2015-07-01T00:00:00,2015,7,July,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,22884905571
1163,2015-07-01T00:00:00,2015,7,July,10,ธัญพืช,11755522866
1164,2015-07-01T00:00:00,2015,7,July,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,16951370567
1165,2015-07-01T00:00:00,2015,7,July,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",13286174458
