_id,year_month,year,month,month_name,harmonize_grp,hmn_grp_name_export,items_baht_amnt_export
355,2020-01-01T00:00:00,2020,1,January,29,เคมีภัณฑ์อินทรีย์,10562280578
356,2020-01-01T00:00:00,2020,1,January,73,ของทำด้วยเหล็กหรือเหล็กกล้า,10439220367
357,2020-01-01T00:00:00,2020,1,January,10,ธัญพืช,9487898322
358,2020-01-01T00:00:00,2020,1,January,8,ผลไม้และลูกนัตที่บริโภคได้,4455078769
359,2020-01-01T00:00:00,2020,1,January,74,ทองแดงและชองทำด้วยทองแดง,5655104711
360,2020-01-01T00:00:00,2020,1,January,21,ของปรุงแต่งเบ็ดเตล็ดที่บริโภคได้,6113682543
361,2019-12-01T00:00:00,2019,12,December,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.00235E+11
362,2019-12-01T00:00:00,2019,12,December,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,84070999843
363,2019-12-01T00:00:00,2019,12,December,87,ยานยนต์และส่วนประกอบ,64610856432
364,2019-12-01T00:00:00,2019,12,December,40,ยางและของทำด้วยยาง,40155883410
365,2019-12-01T00:00:00,2019,12,December,39,พลาสติกและของที่ทำด้วยพลาสติก,30939936035
366,2019-12-01T00:00:00,2019,12,December,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,23653516756
367,2019-12-01T00:00:00,2019,12,December,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,21589705561
368,2019-12-01T00:00:00,2019,12,December,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,15141701187
369,2019-12-01T00:00:00,2019,12,December,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",14338576582
370,2019-12-01T00:00:00,2019,12,December,73,ของทำด้วยเหล็กหรือเหล็กกล้า,10291947323
371,2019-12-01T00:00:00,2019,12,December,29,เคมีภัณฑ์อินทรีย์,9880071975
372,2019-12-01T00:00:00,2019,12,December,10,ธัญพืช,9399043524
373,2019-12-01T00:00:00,2019,12,December,17,น้ำตาลและขนมทำจากน้ำตาล,7853049037
375,2019-12-01T00:00:00,2019,12,December,21,ของปรุงแต่งเบ็ดเตล็ดที่บริโภคได้,6233361306
376,2019-11-01T00:00:00,2019,11,November,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.00836E+11
377,2019-11-01T00:00:00,2019,11,November,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,88200899930
378,2019-11-01T00:00:00,2019,11,November,87,ยานยนต์และส่วนประกอบ,64133123399
379,2019-11-01T00:00:00,2019,11,November,40,ยางและของทำด้วยยาง,38902997957
380,2019-11-01T00:00:00,2019,11,November,39,พลาสติกและของที่ทำด้วยพลาสติก,32149897163
381,2019-11-01T00:00:00,2019,11,November,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,18474758329
382,2019-11-01T00:00:00,2019,11,November,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,29821593313
383,2019-11-01T00:00:00,2019,11,November,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,17734413351
384,2019-11-01T00:00:00,2019,11,November,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",15392602151
385,2019-11-01T00:00:00,2019,11,November,73,ของทำด้วยเหล็กหรือเหล็กกล้า,10044683003
386,2019-11-01T00:00:00,2019,11,November,29,เคมีภัณฑ์อินทรีย์,10439644817
387,2019-11-01T00:00:00,2019,11,November,10,ธัญพืช,10963769850
388,2019-11-01T00:00:00,2019,11,November,17,น้ำตาลและขนมทำจากน้ำตาล,9720143019
389,2019-11-01T00:00:00,2019,11,November,8,ผลไม้และลูกนัตที่บริโภคได้,5911415116
390,2019-11-01T00:00:00,2019,11,November,21,ของปรุงแต่งเบ็ดเตล็ดที่บริโภคได้,6281773044
391,2019-10-01T00:00:00,2019,10,October,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.02023E+11
392,2019-10-01T00:00:00,2019,10,October,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,90901554360
393,2019-10-01T00:00:00,2019,10,October,87,ยานยนต์และส่วนประกอบ,77353525071
432,2019-08-01T00:00:00,2019,8,August,10,ธัญพืช,8605954953
394,2019-10-01T00:00:00,2019,10,October,40,ยางและของทำด้วยยาง,38911702918
395,2019-10-01T00:00:00,2019,10,October,39,พลาสติกและของที่ทำด้วยพลาสติก,34140999531
396,2019-10-01T00:00:00,2019,10,October,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,21102103555
397,2019-10-01T00:00:00,2019,10,October,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,28357115426
398,2019-10-01T00:00:00,2019,10,October,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,18857688503
399,2019-10-01T00:00:00,2019,10,October,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",15507867676
400,2019-10-01T00:00:00,2019,10,October,73,ของทำด้วยเหล็กหรือเหล็กกล้า,11333576788
401,2019-10-01T00:00:00,2019,10,October,29,เคมีภัณฑ์อินทรีย์,11349331253
402,2019-10-01T00:00:00,2019,10,October,10,ธัญพืช,10539535249
403,2019-10-01T00:00:00,2019,10,October,17,น้ำตาลและขนมทำจากน้ำตาล,11625420773
404,2019-10-01T00:00:00,2019,10,October,8,ผลไม้และลูกนัตที่บริโภคได้,5444780198
405,2019-10-01T00:00:00,2019,10,October,21,ของปรุงแต่งเบ็ดเตล็ดที่บริโภคได้,6915146949
406,2019-09-01T00:00:00,2019,9,September,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.02105E+11
407,2019-09-01T00:00:00,2019,9,September,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,89675696609
408,2019-09-01T00:00:00,2019,9,September,87,ยานยนต์และส่วนประกอบ,79614382124
409,2019-09-01T00:00:00,2019,9,September,40,ยางและของทำด้วยยาง,36134616895
410,2019-09-01T00:00:00,2019,9,September,39,พลาสติกและของที่ทำด้วยพลาสติก,32836818673
411,2019-09-01T00:00:00,2019,9,September,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,20424580489
412,2019-09-01T00:00:00,2019,9,September,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,48446830061
492,2019-04-01T00:00:00,2019,4,April,10,ธัญพืช,11692196679
413,2019-09-01T00:00:00,2019,9,September,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,18265554714
414,2019-09-01T00:00:00,2019,9,September,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",14426775683
415,2019-09-01T00:00:00,2019,9,September,73,ของทำด้วยเหล็กหรือเหล็กกล้า,11246974660
416,2019-09-01T00:00:00,2019,9,September,29,เคมีภัณฑ์อินทรีย์,11263288126
417,2019-09-01T00:00:00,2019,9,September,10,ธัญพืช,9884302332
418,2019-09-01T00:00:00,2019,9,September,17,น้ำตาลและขนมทำจากน้ำตาล,9753967273
419,2019-09-01T00:00:00,2019,9,September,8,ผลไม้และลูกนัตที่บริโภคได้,7075643829
420,2019-09-01T00:00:00,2019,9,September,21,ของปรุงแต่งเบ็ดเตล็ดที่บริโภคได้,6297621401
421,2019-08-01T00:00:00,2019,8,August,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.04485E+11
422,2019-08-01T00:00:00,2019,8,August,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,87867464927
423,2019-08-01T00:00:00,2019,8,August,87,ยานยนต์และส่วนประกอบ,76995999274
424,2019-08-01T00:00:00,2019,8,August,40,ยางและของทำด้วยยาง,40143084641
425,2019-08-01T00:00:00,2019,8,August,39,พลาสติกและของที่ทำด้วยพลาสติก,35233099558
426,2019-08-01T00:00:00,2019,8,August,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,18421255322
427,2019-08-01T00:00:00,2019,8,August,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,74281063777
428,2019-08-01T00:00:00,2019,8,August,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,17464198177
429,2019-08-01T00:00:00,2019,8,August,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",14163080619
430,2019-08-01T00:00:00,2019,8,August,73,ของทำด้วยเหล็กหรือเหล็กกล้า,12285357446
431,2019-08-01T00:00:00,2019,8,August,29,เคมีภัณฑ์อินทรีย์,10407374946
433,2019-08-01T00:00:00,2019,8,August,17,น้ำตาลและขนมทำจากน้ำตาล,10728959836
434,2019-08-01T00:00:00,2019,8,August,8,ผลไม้และลูกนัตที่บริโภคได้,18345540826
435,2019-08-01T00:00:00,2019,8,August,21,ของปรุงแต่งเบ็ดเตล็ดที่บริโภคได้,6743989457
436,2019-07-01T00:00:00,2019,7,July,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.01822E+11
437,2019-07-01T00:00:00,2019,7,July,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,87857201294
438,2019-07-01T00:00:00,2019,7,July,87,ยานยนต์และส่วนประกอบ,75678595289
439,2019-07-01T00:00:00,2019,7,July,40,ยางและของทำด้วยยาง,40846943415
440,2019-07-01T00:00:00,2019,7,July,39,พลาสติกและของที่ทำด้วยพลาสติก,36140750361
441,2019-07-01T00:00:00,2019,7,July,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,24008309235
442,2019-07-01T00:00:00,2019,7,July,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,55006967405
443,2019-07-01T00:00:00,2019,7,July,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,17134551875
444,2019-07-01T00:00:00,2019,7,July,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",14244736652
445,2019-07-01T00:00:00,2019,7,July,73,ของทำด้วยเหล็กหรือเหล็กกล้า,11387518780
446,2019-07-01T00:00:00,2019,7,July,29,เคมีภัณฑ์อินทรีย์,11436992865
447,2019-07-01T00:00:00,2019,7,July,10,ธัญพืช,9836938781
448,2019-07-01T00:00:00,2019,7,July,17,น้ำตาลและขนมทำจากน้ำตาล,8968467021
449,2019-07-01T00:00:00,2019,7,July,8,ผลไม้และลูกนัตที่บริโภคได้,11412907760
450,2019-07-01T00:00:00,2019,7,July,21,ของปรุงแต่งเบ็ดเตล็ดที่บริโภคได้,6756501744
451,2019-06-01T00:00:00,2019,6,June,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.07341E+11
452,2019-06-01T00:00:00,2019,6,June,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,92338422305
453,2019-06-01T00:00:00,2019,6,June,87,ยานยนต์และส่วนประกอบ,80129402991
454,2019-06-01T00:00:00,2019,6,June,40,ยางและของทำด้วยยาง,40382620387
455,2019-06-01T00:00:00,2019,6,June,39,พลาสติกและของที่ทำด้วยพลาสติก,34441062854
456,2019-06-01T00:00:00,2019,6,June,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,21009811586
457,2019-06-01T00:00:00,2019,6,June,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,83430188207
458,2019-06-01T00:00:00,2019,6,June,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,16330918985
459,2019-06-01T00:00:00,2019,6,June,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",12721945598
460,2019-06-01T00:00:00,2019,6,June,73,ของทำด้วยเหล็กหรือเหล็กกล้า,11797428888
461,2019-06-01T00:00:00,2019,6,June,29,เคมีภัณฑ์อินทรีย์,9404528650
462,2019-06-01T00:00:00,2019,6,June,10,ธัญพืช,9955910699
463,2019-06-01T00:00:00,2019,6,June,17,น้ำตาลและขนมทำจากน้ำตาล,10549893973
464,2019-06-01T00:00:00,2019,6,June,8,ผลไม้และลูกนัตที่บริโภคได้,6517446135
465,2019-06-01T00:00:00,2019,6,June,21,ของปรุงแต่งเบ็ดเตล็ดที่บริโภคได้,6147859672
466,2019-05-01T00:00:00,2019,5,May,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.13327E+11
467,2019-05-01T00:00:00,2019,5,May,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,89447836276
468,2019-05-01T00:00:00,2019,5,May,87,ยานยนต์และส่วนประกอบ,78917069009
469,2019-05-01T00:00:00,2019,5,May,40,ยางและของทำด้วยยาง,41598354638
470,2019-05-01T00:00:00,2019,5,May,39,พลาสติกและของที่ทำด้วยพลาสติก,36876739964
471,2019-05-01T00:00:00,2019,5,May,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,24057220577
472,2019-05-01T00:00:00,2019,5,May,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,25697277052
473,2019-05-01T00:00:00,2019,5,May,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,17904481946
474,2019-05-01T00:00:00,2019,5,May,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",12834040442
475,2019-05-01T00:00:00,2019,5,May,73,ของทำด้วยเหล็กหรือเหล็กกล้า,11467847760
476,2019-05-01T00:00:00,2019,5,May,29,เคมีภัณฑ์อินทรีย์,12786417170
477,2019-05-01T00:00:00,2019,5,May,10,ธัญพืช,11615338758
478,2019-05-01T00:00:00,2019,5,May,17,น้ำตาลและขนมทำจากน้ำตาล,10205865893
479,2019-05-01T00:00:00,2019,5,May,8,ผลไม้และลูกนัตที่บริโภคได้,10231919853
480,2019-05-01T00:00:00,2019,5,May,21,ของปรุงแต่งเบ็ดเตล็ดที่บริโภคได้,6544072367
481,2019-04-01T00:00:00,2019,4,April,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,96114640833
482,2019-04-01T00:00:00,2019,4,April,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,78489133884
483,2019-04-01T00:00:00,2019,4,April,87,ยานยนต์และส่วนประกอบ,63163145236
484,2019-04-01T00:00:00,2019,4,April,40,ยางและของทำด้วยยาง,37309029902
485,2019-04-01T00:00:00,2019,4,April,39,พลาสติกและของที่ทำด้วยพลาสติก,36508376665
486,2019-04-01T00:00:00,2019,4,April,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,23067555643
487,2019-04-01T00:00:00,2019,4,April,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,19649589197
488,2019-04-01T00:00:00,2019,4,April,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,15891384941
489,2019-04-01T00:00:00,2019,4,April,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",11882190633
490,2019-04-01T00:00:00,2019,4,April,73,ของทำด้วยเหล็กหรือเหล็กกล้า,10618875141
491,2019-04-01T00:00:00,2019,4,April,29,เคมีภัณฑ์อินทรีย์,13616295125
493,2019-04-01T00:00:00,2019,4,April,17,น้ำตาลและขนมทำจากน้ำตาล,7935732397
494,2019-04-01T00:00:00,2019,4,April,8,ผลไม้และลูกนัตที่บริโภคได้,20371084951
495,2019-04-01T00:00:00,2019,4,April,21,ของปรุงแต่งเบ็ดเตล็ดที่บริโภคได้,5970052228
496,2019-03-01T00:00:00,2019,3,March,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.13906E+11
497,2019-03-01T00:00:00,2019,3,March,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,91305476870
498,2019-03-01T00:00:00,2019,3,March,87,ยานยนต์และส่วนประกอบ,93390396429
499,2019-03-01T00:00:00,2019,3,March,40,ยางและของทำด้วยยาง,42079991254
500,2019-03-01T00:00:00,2019,3,March,39,พลาสติกและของที่ทำด้วยพลาสติก,35420598686
501,2019-03-01T00:00:00,2019,3,March,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,23023963866
502,2019-03-01T00:00:00,2019,3,March,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,30459428093
503,2019-03-01T00:00:00,2019,3,March,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,18226773592
504,2019-03-01T00:00:00,2019,3,March,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",13659121517
505,2019-03-01T00:00:00,2019,3,March,73,ของทำด้วยเหล็กหรือเหล็กกล้า,12073514203
506,2019-03-01T00:00:00,2019,3,March,29,เคมีภัณฑ์อินทรีย์,13976029108
507,2019-03-01T00:00:00,2019,3,March,10,ธัญพืช,13086885443
508,2019-03-01T00:00:00,2019,3,March,17,น้ำตาลและขนมทำจากน้ำตาล,6979540447
509,2019-03-01T00:00:00,2019,3,March,8,ผลไม้และลูกนัตที่บริโภคได้,9139492953
510,2019-03-01T00:00:00,2019,3,March,21,ของปรุงแต่งเบ็ดเตล็ดที่บริโภคได้,7086461088
511,2019-02-01T00:00:00,2019,2,February,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.01238E+11
570,2018-11-01T00:00:00,2018,11,November,21,ของปรุงแต่งเบ็ดเตล็ดที่บริโภคได้,6518695021
512,2019-02-01T00:00:00,2019,2,February,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,82732008978
513,2019-02-01T00:00:00,2019,2,February,87,ยานยนต์และส่วนประกอบ,77241788416
514,2019-02-01T00:00:00,2019,2,February,40,ยางและของทำด้วยยาง,40088502575
515,2019-02-01T00:00:00,2019,2,February,39,พลาสติกและของที่ทำด้วยพลาสติก,34213247788
516,2019-02-01T00:00:00,2019,2,February,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,21114419380
517,2019-02-01T00:00:00,2019,2,February,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,43286960343
518,2019-02-01T00:00:00,2019,2,February,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,16641561825
519,2019-02-01T00:00:00,2019,2,February,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",13150752711
520,2019-02-01T00:00:00,2019,2,February,73,ของทำด้วยเหล็กหรือเหล็กกล้า,12055603547
521,2019-02-01T00:00:00,2019,2,February,29,เคมีภัณฑ์อินทรีย์,13520157854
522,2019-02-01T00:00:00,2019,2,February,10,ธัญพืช,11951614390
523,2019-02-01T00:00:00,2019,2,February,17,น้ำตาลและขนมทำจากน้ำตาล,7736475606
524,2019-02-01T00:00:00,2019,2,February,8,ผลไม้และลูกนัตที่บริโภคได้,6357257427
525,2019-02-01T00:00:00,2019,2,February,21,ของปรุงแต่งเบ็ดเตล็ดที่บริโภคได้,5865698169
526,2019-01-01T00:00:00,2019,1,January,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.039E+11
527,2019-01-01T00:00:00,2019,1,January,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,86113112615
528,2019-01-01T00:00:00,2019,1,January,87,ยานยนต์และส่วนประกอบ,74771686348
529,2019-01-01T00:00:00,2019,1,January,40,ยางและของทำด้วยยาง,39586225161
530,2019-01-01T00:00:00,2019,1,January,39,พลาสติกและของที่ทำด้วยพลาสติก,35616841754
571,2018-10-01T00:00:00,2018,10,October,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.08674E+11
531,2019-01-01T00:00:00,2019,1,January,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,23997641762
532,2019-01-01T00:00:00,2019,1,January,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,26189302983
533,2019-01-01T00:00:00,2019,1,January,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,17392559611
534,2019-01-01T00:00:00,2019,1,January,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",15671632479
535,2019-01-01T00:00:00,2019,1,January,73,ของทำด้วยเหล็กหรือเหล็กกล้า,11946983733
536,2019-01-01T00:00:00,2019,1,January,29,เคมีภัณฑ์อินทรีย์,14905630169
537,2019-01-01T00:00:00,2019,1,January,10,ธัญพืช,15451186341
538,2019-01-01T00:00:00,2019,1,January,17,น้ำตาลและขนมทำจากน้ำตาล,5661218402
539,2019-01-01T00:00:00,2019,1,January,8,ผลไม้และลูกนัตที่บริโภคได้,8209994406
540,2019-01-01T00:00:00,2019,1,January,21,ของปรุงแต่งเบ็ดเตล็ดที่บริโภคได้,6658979369
541,2018-12-01T00:00:00,2018,12,December,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.03447E+11
542,2018-12-01T00:00:00,2018,12,December,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,91022456563
543,2018-12-01T00:00:00,2018,12,December,87,ยานยนต์และส่วนประกอบ,76915553969
544,2018-12-01T00:00:00,2018,12,December,40,ยางและของทำด้วยยาง,42318492538
545,2018-12-01T00:00:00,2018,12,December,39,พลาสติกและของที่ทำด้วยพลาสติก,36256810561
546,2018-12-01T00:00:00,2018,12,December,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,28599232834
547,2018-12-01T00:00:00,2018,12,December,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,26884672752
548,2018-12-01T00:00:00,2018,12,December,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,17737631095
549,2018-12-01T00:00:00,2018,12,December,10,ธัญพืช,17543881297
550,2018-12-01T00:00:00,2018,12,December,29,เคมีภัณฑ์อินทรีย์,17302363889
551,2018-12-01T00:00:00,2018,12,December,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",14441367489
552,2018-12-01T00:00:00,2018,12,December,73,ของทำด้วยเหล็กหรือเหล็กกล้า,12034141697
553,2018-12-01T00:00:00,2018,12,December,8,ผลไม้และลูกนัตที่บริโภคได้,7434609858
554,2018-12-01T00:00:00,2018,12,December,17,น้ำตาลและขนมทำจากน้ำตาล,6464347129
555,2018-12-01T00:00:00,2018,12,December,21,ของปรุงแต่งเบ็ดเตล็ดที่บริโภคได้,6011084204
556,2018-11-01T00:00:00,2018,11,November,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.11861E+11
557,2018-11-01T00:00:00,2018,11,November,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,98178059702
558,2018-11-01T00:00:00,2018,11,November,87,ยานยนต์และส่วนประกอบ,82059146479
559,2018-11-01T00:00:00,2018,11,November,40,ยางและของทำด้วยยาง,43549984808
560,2018-11-01T00:00:00,2018,11,November,39,พลาสติกและของที่ทำด้วยพลาสติก,38677389638
561,2018-11-01T00:00:00,2018,11,November,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,30874244603
562,2018-11-01T00:00:00,2018,11,November,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,32080870382
563,2018-11-01T00:00:00,2018,11,November,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,20525665448
564,2018-11-01T00:00:00,2018,11,November,10,ธัญพืช,17460875470
565,2018-11-01T00:00:00,2018,11,November,29,เคมีภัณฑ์อินทรีย์,18507442308
566,2018-11-01T00:00:00,2018,11,November,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",17150184678
567,2018-11-01T00:00:00,2018,11,November,73,ของทำด้วยเหล็กหรือเหล็กกล้า,13574246309
568,2018-11-01T00:00:00,2018,11,November,8,ผลไม้และลูกนัตที่บริโภคได้,5801527263
569,2018-11-01T00:00:00,2018,11,November,17,น้ำตาลและขนมทำจากน้ำตาล,5297469574
572,2018-10-01T00:00:00,2018,10,October,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,1.01893E+11
573,2018-10-01T00:00:00,2018,10,October,87,ยานยนต์และส่วนประกอบ,81974213799
574,2018-10-01T00:00:00,2018,10,October,40,ยางและของทำด้วยยาง,43316133502
575,2018-10-01T00:00:00,2018,10,October,39,พลาสติกและของที่ทำด้วยพลาสติก,40638579285
576,2018-10-01T00:00:00,2018,10,October,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,32710647900
577,2018-10-01T00:00:00,2018,10,October,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,35158569150
578,2018-10-01T00:00:00,2018,10,October,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,20715718482
579,2018-10-01T00:00:00,2018,10,October,10,ธัญพืช,15705220734
580,2018-10-01T00:00:00,2018,10,October,29,เคมีภัณฑ์อินทรีย์,18553155876
581,2018-10-01T00:00:00,2018,10,October,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",18135591099
582,2018-10-01T00:00:00,2018,10,October,73,ของทำด้วยเหล็กหรือเหล็กกล้า,13706309615
583,2018-10-01T00:00:00,2018,10,October,8,ผลไม้และลูกนัตที่บริโภคได้,5095498996
584,2018-10-01T00:00:00,2018,10,October,17,น้ำตาลและขนมทำจากน้ำตาล,9177965411
585,2018-10-01T00:00:00,2018,10,October,21,ของปรุงแต่งเบ็ดเตล็ดที่บริโภคได้,6591036201
586,2018-09-01T00:00:00,2018,9,September,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,1.15546E+11
587,2018-09-01T00:00:00,2018,9,September,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,97680308841
588,2018-09-01T00:00:00,2018,9,September,87,ยานยนต์และส่วนประกอบ,79714582876
589,2018-09-01T00:00:00,2018,9,September,40,ยางและของทำด้วยยาง,39358348037
590,2018-09-01T00:00:00,2018,9,September,39,พลาสติกและของที่ทำด้วยพลาสติก,38402721635
630,2018-07-01T00:00:00,2018,7,July,21,ของปรุงแต่งเบ็ดเตล็ดที่บริโภคได้,6101906000
